shot_id,scene_id,act,slugline,tc_in,tc_out,runtime_in,dur_s,assembly_s,framing,movement,lens_mm,subjects,location,lighting,device_in_frame,physical_contact,countdown_reads,music_cue,sound_cue,dialogue,action,qc_note,seed
SH0164,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:16:02:00,01:16:09:00,16:02,7,8,CU,STATIC,75,L,LIVING,WARM_LOW,,,,,,LAUREN: You've seen one. | MILES: I've held one. | LAUREN: When?,,,2563
SH0165,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:16:09:00,01:16:15:00,16:09,6,7,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,M09,Lamp hum. Rain. Score out.,,He does not answer.,,2564
SH0166,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:16:15:00,01:16:20:00,16:15,5,6,CU,STATIC,75,L,LIVING,WARM_LOW,,,,,,LAUREN: Okay. | LAUREN: Then here's the one I actually want.,"LAUREN, not being generous. Filing it.",,2565
SH0167,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:16:20:00,01:16:31:00,16:20,11,13,CU,SLOW PUSH,75,L,LIVING,WARM_LOW,,,,,,"LAUREN: Why me? It knows my wrist. It knows what I do at three in the morning. | LAUREN: It's got my face, Miles. Why does it want me and not you?",She looks up.,,2566
SH0168,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:16:31:00,01:16:39:00,16:31,8,9,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,,,,Miles opens his mouth. Nothing comes out.,Silence #7.,2567
SH0169,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:16:39:00,01:16:46:00,16:39,7,8,CU-INSERT,STATIC,100,NONE,LIVING,WARM_LOW,,,,,,,Lauren watches his hands go flat on the back of the couch. She has seen that before too.,"MILES'S TELL, established in the character bible. This is its first on-screen naming.",2568
SH0170,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:16:46:00,01:16:53:00,16:46,7,8,MED,TRACK,40,L,LIVING,WARM_LOW,Y,,,,,MILES: Where are you-,"She gets up, crosses to the table, lifts the jacket and takes the label out from under the pane where she left it. She reads it. Then she walks out of the room.",,2569
SH0171,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:16:53:00,01:17:07:00,16:53,14,14,MED,SLOW PUSH,50,L,KITCHEN,KITCHEN_OVERHEAD,,,,M08,Refrigerator. Rain. Absolutely no dialogue.,,LAUREN stops in front of the wall calendar. The circled date. Blue pen. Nothing written in it. She looks down at the label in her hand. She looks up at the calendar. She stands there a long time.,THE BEST PASSAGE IN THE ACT. Fourteen seconds of a woman doing arithmetic. Do not cover it in dialogue. Do not cut away.,2570
SH0172,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:17:07:00,01:17:12:00,17:07,5,6,MED,STATIC,40,L,LIVING,WARM_LOW,,,,,,LAUREN: What happens on the fourteenth.,She comes back in with the label held up between two fingers.,,2571
SH0173,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:17:12:00,01:17:15:00,17:12,3,4,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,,,MILES: Nothing.,,,2572
SH0174,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:17:15:00,01:17:25:00,17:15,10,12,CU,STATIC,75,L,LIVING,WARM_LOW,,,,,,"LAUREN: It's on the box, Miles. It's the consignment date. | LAUREN: And it's the one day of the year you circle on a calendar and don't write anything in.",,PAYOFF P7.,2573
SH0175,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:17:25:00,01:17:37:00,17:25,12,14,CU,SLOW PUSH,75,L,LIVING,WARM_LOW,,,,,,"LAUREN: Six years I've watched you circle that. I never asked. | LAUREN: I decided it was somebody's birthday, and that you'd tell me when you could.",,,2574
SH0176,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:17:37:00,01:17:43:00,17:37,6,7,MED,STATIC,40,L,LIVING,WARM_LOW,,,,M08,,LAUREN: So tell me when you can.,She lowers the label.,,2575
SH0177,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:17:43:00,01:17:50:00,17:43,7,8,MED,STATIC,40,M,LIVING,WARM_LOW,,,,,Score out.,,MILES sits down on the arm of the couch. It takes him a moment to do it.,,2576
SH0178,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:17:50:00,01:17:57:00,17:50,7,8,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,,,MILES: Once a year. | LAUREN: Once a year what. | MILES: I send nine words.,,THE CONFESSION. Play it as small as possible. He is not confessing; he is being drained.,2577
SH0179,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:17:57:00,01:18:02:00,17:57,5,6,WIDE-2S,STATIC,35,MB,LIVING,WARM_LOW,,,,M09,Rain. Nothing else.,,The room is very quiet.,,2578
SH0180,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:18:02:00,01:18:12:00,18:02,10,12,MED-2S,STATIC,40,MB,LIVING,WARM_LOW,,,,,,LAUREN: You send. | MILES: Yes. | LAUREN: Forward. | MILES: Yes. | LAUREN: That's five. | MILES: I know what it is. | LAUREN: Say it. | MILES: That's clause five.,One syllable at a time.,,2579
SH0181,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:18:12:00,01:18:18:00,18:12,6,7,CU,STATIC,75,L,LIVING,WARM_LOW,,,,,,LAUREN: How many times. | MILES: Six.,,,2580
SH0182,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:18:18:00,01:18:26:00,18:18,8,9,MED,HANDHELD-SUBTLE,40,L,LIVING,WARM_LOW,,,,,,,"LAUREN turns away from him. All the way around, hands on top of her head, looking at nothing.",,2581
SH0183,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:18:26:00,01:18:33:00,18:26,7,8,MED-2S,STATIC,40,MB,LIVING,WARM_LOW,,,,,,"LAUREN: What are the nine words. | MILES: Lauren- | LAUREN: What are the nine words, Miles.",,,2582
SH0184,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:18:33:00,01:18:42:00,18:33,9,11,CU,SLOW PUSH,75,M,LIVING,WARM_LOW,,,,M08,,MILES: We're still here. We're okay. Don't come. I'm sorry.,MILES.,THE NINE WORDS. Absolutely flat. He has said them six times into a void and they have worn smooth.,2583
SH0185,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:18:42:00,01:18:50:00,18:42,8,9,CU,STATIC,75,L,LIVING,WARM_LOW,,,,,,LAUREN: Who's I'm sorry for? | LAUREN: Who is it for?,She turns back.,,2584
SH0186,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:18:50:00,01:18:56:00,18:50,6,7,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,,,MILES: There's somebody who thinks we didn't make it.,,,2585
SH0187,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:18:56:00,01:19:03:00,18:56,7,8,MED-2S,STATIC,40,MB,LIVING,WARM_LOW,,,,,,LAUREN: Who. | MILES: Lauren. | LAUREN: Who?,,,2586
SH0188,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:19:03:00,01:19:12:00,19:03,9,10,CU,STATIC,75,M,LIVING,WARM_LOW,,,,M09,Score out. Rain.,,He cannot. He physically cannot get it out. His mouth works and nothing comes.,The name is never spoken in this episode. It arrives as a voice in SC-22 instead.,2587
SH0189,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:19:12:00,01:19:21:00,19:12,9,10,CU,SLOW PUSH,75,L,LIVING,WARM_LOW,,,,,,LAUREN: Oh.,"And Lauren - watching him fail - understands something, and goes absolutely still.",,2588
SH0190,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:19:21:00,01:19:28:00,19:21,7,8,ECU-INSERT,STATIC,100,NONE,LIVING,WARM_LOW,Y,,,,,,She looks down at the label in her hand. At the crossed seven. At the date.,,2589
SH0191,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:19:28:00,01:19:40:00,19:28,12,12,MED-2S,STATIC,40,MB,LIVING,WARM_LOW,,,,,,LAUREN: Miles. | LAUREN: You didn't get a package. | MILES: Don't. | LAUREN: You got an answer.,THE TURN.,THE PIVOT OF THE EPISODE. Quiet. No music. She is not accusing him; she is solving it.,2590
SH0192,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:19:40:00,01:19:47:00,19:40,7,7,CU,HANDHELD,75,L,LIVING,WARM_LOW,,,,,,MILES: Lauren- | LAUREN: YOU PUT OUR ADDRESS IN THE AIR ONCE A YEAR FOR SIX YEARS AND LET ME THINK I WAS SAFE!,It rips out of her. It is the loudest thing in this house in six years and it is over in two seconds.,THE LOUDEST HUMAN SOUND IN THE EPISODE. One line. Then the silence afterward is enormous.,2591
SH0193,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:19:47:00,01:19:52:00,19:47,5,6,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,,Total silence for two seconds after her line.,,Miles has not moved.,,2592
SH0194,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:19:52:00,01:20:00:00,19:52,8,9,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,,,MILES: It's nine words. There's no address in it. There's no- | LAUREN: There's a when.,Low.,,2593
SH0195,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:20:00:00,01:20:11:00,20:00,11,13,CU,SLOW PUSH,75,L,LIVING,WARM_LOW,,,,,,"LAUREN: Every year. Same day. Same time, I'd bet. | LAUREN: You didn't tell them where we are. You told them we're regular.",That stops him.,,2594
SH0196,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:20:11:00,01:20:16:00,20:11,5,6,CU,STATIC,75,M,LIVING,WARM_LOW,,,,,,,Miles puts his hand over his mouth and holds it there.,,2595
SH0197,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:20:16:00,01:20:22:00,20:16,6,7,CU,STATIC,75,L,LIVING,WARM_LOW,,,,,,LAUREN: They didn't find us. You waved.,,The cruellest line in the episode and she does not raise her voice for it.,2596
SH0198,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:20:22:00,01:20:29:00,20:22,7,8,WIDE-2S,STATIC,35,MB,LIVING,WARM_LOW,,,,M09,Rain. Refrigerator. Score out.,,Long silence.,Silence #8. Separated framing: they are at opposite ends of the widest lens in the room.,2597
SH0199,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:20:29:00,01:20:36:00,20:29,7,8,MED-2S,STATIC,40,MB,LIVING,WARM_LOW,,,,,,MILES: They told us nobody would come looking. | LAUREN: They told us a lot of things.,,,2598
SH0200,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:20:36:00,01:20:50:00,20:36,14,16,MCU,SLOW PUSH,65,M,LIVING,WARM_LOW,,,,,,"MILES: They said the whole point - the entire point, Lauren, the reason for all of it, | MILES: the reason we don't have photographs and I check a street I have checked eleven thousand times - | MILES: was that if we did it properly, nobody would ever have to come.",,"PAYOFF P1. The picture hooks are explained here, in an argument, at speed, and never returned to.",2599
SH0201,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:20:50:00,01:20:59:00,20:50,9,10,CU,STATIC,75,L,LIVING,WARM_LOW,,,,,,LAUREN: And you did it properly. | MILES: I did it properly for three hundred and sixty-four days a year.,,,2600
SH0202,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:20:59:00,01:21:07:00,20:59,8,9,MED,STATIC,40,L,LIVING,WARM_LOW,Y,,,,,LAUREN: Yeah.,"She sits down on the coffee table, right beside the covered pane, because her legs have stopped being interested.",,2601
SH0203,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:21:07:00,01:21:16:00,21:07,9,10,MED-2S,STATIC,40,MB,LIVING,WARM_LOW,,,,M08,,LAUREN: I'm not angry that you lied. | MILES: You are. | LAUREN: I'm a little angry that you lied.,Almost - almost - the ghost of the two people from the beginning of the evening. Then it is gone.,,2602
SH0204,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:21:16:00,01:21:29:00,21:16,13,13,CU,SLOW PUSH,75,L,LIVING,WARM_LOW,,,,,,"LAUREN: You didn't protect me, Miles. | LAUREN: You just made sure that when it came, I'd be the one who was surprised.",The thesis of the marriage.,THE MOST IMPORTANT LINE IN THE EPISODE. It must be the QUIETEST. No music under it.,2603
SH0205,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:21:29:00,01:21:35:00,21:29,6,7,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,,Rain. Nothing else.,,He has no answer to that. There isn't one.,,2604
SH0206,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:21:35:00,01:21:43:00,21:35,8,9,MED,STATIC,40,L_CARD,LIVING,WARM_LOW,,,,M10,,,"The room has just got colder. You can see it: her arms come in. She gets up, takes a grey cardigan off the back of the chair, and pulls it on.","WARDROBE CHANGE WRD-L-A -> WRD-L-B. Cold is a device rule, not a mood. Log to continuity.",2705
SH0207,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:21:43:00,01:21:51:00,21:43,8,9,MED-2S,STATIC,40,MB,LIVING,WARM_LOW,,,,,,MILES: It does that. | LAUREN: Does what. | MILES: When it's about to.,,,2706
SH0208,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:21:51:00,01:21:58:00,21:51,7,8,CU,STATIC,75,L_CARD,LIVING,WARM_LOW,,,,,,MILES: Lauren. | LAUREN: Don't. | MILES: Lauren.,"She looks at him. Six years of not asking, and now every single answer is a new injury.",,2707
SH0209,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:21:58:00,01:22:03:00,21:58,5,6,MED-2S,SLOW PUSH,40,MB,LIVING,WARM_LOW,,,,M08,,,She stops. He comes over. He does not touch her. He gets close enough to.,"FIRST SHARED FRAME SINCE 20:15. The reunion is aborted, but the framing is the promise.",2708
SH0210,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:22:03:00,01:22:15:00,22:03,12,14,CU,SLOW PUSH,75,M,LIVING,WARM_LOW,,,,,,MILES: I have been so scared for so long that I forgot it was a thing that could end. | MILES: I thought if I could just hold it - for long enough-,The only articulate thing Miles says all night.,,2709
SH0211,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:22:15:00,01:22:24:00,22:15,9,10,MED-2S,STATIC,40,MB,LIVING,WARM_LOW,,CONTACT,,M08,Rain. Two people breathing. Nothing else.,,"He raises his hand and puts it on her arm, just above the elbow. She lets him. Ten seconds of two people almost, almost getting back.",Silence #9. The near-repair. It must be genuinely tender or the interruption is worthless.,2710
SH0212,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:22:24:00,01:22:28:00,22:24,4,5,WIDE-2S,STATIC,35,MB,LIVING,MIXED,Y,,,M10,No sound. Light only.,,"LIGHT. The pane, under the jacket, comes on so brightly that the canvas glows from underneath.",,2711
SH0213,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:22:28:00,01:22:32:00,22:28,4,5,MED,HANDHELD-SUBTLE,40,M,LIVING,MIXED,Y,,,,,,Miles pulls the jacket off.,,2712
SH0214,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:22:32:00,01:22:40:00,22:32,8,9,ECU-INSERT,SLOW PUSH,100,NONE,LIVING,COLD_PANE,Y,,,M10,,,ON THE PANE: no face. A black field. Four words in thin white wide-tracked type. DO NOT GO BACK.,Typography must match the main title card exactly. That is the point: it is the same house style.,2713
SH0215,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:22:40:00,01:22:51:00,22:40,11,13,MED,STATIC,40,L_CARD,LIVING,MIXED,Y,,,,,"LAUREN: Okay. That's what you've been saying. That's what you've been saying all night. | LAUREN: Stay put. Do nothing. That's good, isn't it-",Lauren stares at it.,,2714
SH0216,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:22:51:00,01:23:00:00,22:51,9,10,MED,SLOW PUSH,50,M,LIVING,MIXED,Y,,,,,,She turns to him. MILES has taken a step BACK from the table. Not a flinch - a retreat. He has put distance between himself and four words on a screen and he is looking at them like they are a person in the room.,THE ACT'S REAL TURN. He is not reacting to the content. He is reacting to the grammar.,2715
SH0217,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:23:00:00,01:23:09:00,23:00,9,11,MED-2S,STATIC,40,MB,LIVING,MIXED,Y,,,,,"LAUREN: Miles? | MILES: That's not advice. | LAUREN: What? | MILES: That's not somebody warning us. That's - Lauren, that's word for word.",,,2716
SH0218,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:23:09:00,01:23:16:00,23:09,7,8,CU,STATIC,75,L_CARD,LIVING,MIXED,,,,,,MILES: That's clause three.,"She looks at the screen. Then at him. And then she gets it, and it takes all the blood out of her too.",,2717
SH0219,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:23:16:00,01:23:25:00,23:16,9,10,MED-2S,SLOW PUSH,40,MB,LIVING,MIXED,Y,,,M10,,LAUREN: Somebody over there is reading us our own Terms. | MILES: Somebody over there has them.,,,2718
SH0220,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:23:25:00,01:23:37:00,23:25,12,12,ECU-INSERT,SLOW PUSH,100,NONE,LIVING,COLD_PANE,Y,,11:00,M11,A filtered noise pulse arrives on each second. Felt more than heard.,,"Beneath the four words, small, precise, unhurried, a number appears. 11:00. It becomes 10:59. Then 10:58.",THE COUNTDOWN BEGINS. From here it runs in real time and reaches 00:00 at the knock in SC-22.,2719
SH0221,SC-15,ACT THREE,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:23:37:00,01:23:42:00,23:37,5,6,CU,STATIC,75,L_CARD,LIVING,MIXED,,,10:48,,,LAUREN: Down to what.,Very quietly.,"ACT OUT. Cut to black on her face, not on the number.",2720
SH0222,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:23:42:00,01:23:50:00,23:42,8,9,WIDE-2S,STATIC,35,MB,KITCHEN,KITCHEN_OVERHEAD,,,10:43,M11,,,"Overhead light on. Everything visible. Two people working. There is no panic in this room, and that is the frightening part.",Their competence IS the horror. Nobody hurries. Nobody drops anything.,2821
SH0223,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:23:50:00,01:23:59:00,23:50,9,11,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,,,10:35,,,"MILES: Back door, alley, left, and you're on Weir in ninety seconds. | MILES: Front door, you're on Cedar, and Cedar only goes two ways.",Lauren has a pad and is writing a list in fast legible capitals. Miles is at the back door.,,2822
SH0224,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:23:59:00,01:24:07:00,23:59,8,9,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,,,10:26,,,LAUREN: Car? | MILES: Car's on Cedar. | LAUREN: So the car's decorative. | MILES: The car's a place somebody would wait.,He says it the way you'd say the milk's off.,,2823
SH0225,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:24:07:00,01:24:14:00,24:07,7,8,MED,TRACK,40,M,HALL,WARM,,,10:18,M11,,,"He goes to the hall closet, reaches up past the coats, and takes down two canvas duffels. They are grey with dust across the top.",,2824
SH0226,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:24:14:00,01:24:23:00,24:14,9,11,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,,,10:11,,,LAUREN: How long have those been up there? | MILES: Since we moved in. | LAUREN: Six years. | MILES: Yes. | LAUREN: You packed one for me. | MILES: I packed two.,Lauren stares at them.,Complicating grace note: he DID prepare for her. He just never told her.,2825
SH0227,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:24:23:00,01:24:32:00,24:23,9,10,ECU-INSERT,SLOW PUSH,100,NONE,KITCHEN,KITCHEN_OVERHEAD,,,10:02,M11,,,"She unzips hers. Cash in a band. A phone still in its box. Socks. A folding knife. A coat she does not remember owning. And at the bottom, face-down, a small photograph.",,2826
SH0228,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:24:32:00,01:24:41:00,24:32,9,12,CU,SLOW PUSH,75,L_CARD,KITCHEN,KITCHEN_OVERHEAD,,,09:53,,,LAUREN: We're not allowed to have this. | MILES: I know.,She turns it over. We do not see it. She looks at it for a long moment.,PAYOFF P1 / clause two. NEVER show the photograph. Not this season.,2827
SH0229,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:24:41:00,01:24:45:00,24:41,4,5,MED,STATIC,40,L_CARD,KITCHEN,KITCHEN_OVERHEAD,,,09:44,,,,She puts it in her back pocket.,,2828
SH0230,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:24:45:00,01:24:50:00,24:45,5,6,MED,STATIC,40,L_CARD,KITCHEN,KITCHEN_OVERHEAD,,,09:40,,Phone buzz on laminate.,,Her phone buzzes on the counter. She picks it up. Reads it. Then stops.,,2829
SH0231,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:24:50:00,01:24:58:00,24:50,8,9,ECU-INSERT,STATIC,100,NONE,KITCHEN,KITCHEN_OVERHEAD,,,09:35,M11,,,THE PHONE. A message from no one. Blank body. Received: 3:14 AM. The clock at the top of the screen reads 11:26 PM.,Impossibility #1. Give the audience three full seconds to do the subtraction themselves.,2830
SH0232,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:24:58:00,01:25:07:00,24:58,9,10,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,,,09:27,,,MILES: Okay. | LAUREN: Okay? | MILES: I'm putting it in the drawer.,She turns the phone around and shows him. He looks at it for two full seconds.,,2831
SH0233,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:25:07:00,01:25:15:00,25:07,8,9,MED,STATIC,40,M,KITCHEN,KITCHEN_OVERHEAD,,,09:18,,,,"He takes the phone, opens a drawer, puts it in, and closes it. It is such a calm, useless, human thing to do that Lauren almost laughs.","The episode's only laugh in the back half. It must be almost, and it must be sad.",2832
SH0234,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:25:15:00,01:25:24:00,25:15,9,11,ECU-INSERT,STATIC,100,NONE,KITCHEN,KITCHEN_OVERHEAD,,,09:10,M11,"The refrigerator compressor stutters once, on the repeat.",,"The microwave clock. 11:26. It becomes 11:25. Then it sits there. And then, without hurrying, it goes back to 11:25 again - the same minute twice, four seconds of a night happening a second time.",Impossibility #2. Neither of them says one word about it. That restraint is the scene.,2833
SH0235,SC-16,ACT FOUR,INT. WARD HOUSE / KITCHEN - NIGHT,01:25:24:00,01:25:31:00,25:24,7,8,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,,,09:01,,,"LAUREN: Money, coats, the label. What else. | MILES: Nothing else. That's the whole point of the bags.",They both see it. Neither says anything. Lauren picks up her list. Her hand is not entirely steady. She keeps writing.,,2834
SH0236,SC-17,ACT FOUR,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:25:31:00,01:25:38:00,25:31,7,8,MED,STATIC,40,L_CARD,KITCHEN,KITCHEN_OVERHEAD,,,08:54,M11,,,She goes to reach for her phone in the drawer - stops herself - takes it out anyway. She opens the camera roll to check something. And her thumb stops moving.,,2935
SH0237,SC-17,ACT FOUR,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:25:38:00,01:25:47:00,25:38,9,12,ECU-INSERT,SLOW PUSH,100,NONE,KITCHEN,KITCHEN_OVERHEAD,,,08:47,M11,,,"THE PHONE. The most recent photograph: the living room of this house, tonight - the lamp in tonight's position, the jacket on the arm of the couch. MILES and LAUREN, asleep, folded together on the couch. Taken from across the room. From the doorway.","Impossibility #3, and PAYOFF P2. The most frightening image in the episode is a photograph of them sleeping.",2936
SH0238,SC-17,ACT FOUR,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:25:47:00,01:25:57:00,25:47,10,12,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,,,08:38,,,MILES: When. | LAUREN: Tonight. That's the lamp. That's your jacket. | MILES: We didn't sleep tonight. | LAUREN: No.,Lauren holds the phone out to him without a word. Miles looks.,,2937
SH0239,SC-17,ACT FOUR,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:25:57:00,01:26:01:00,25:57,4,5,CU-2S,STATIC,75,MB,KITCHEN,KITCHEN_OVERHEAD,,,08:28,,Score out.,,They look at each other.,,2938
SH0240,SC-17,ACT FOUR,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:26:01:00,01:26:04:00,26:01,3,4,CU-INSERT,STATIC,65,NONE,KITCHEN,KITCHEN_OVERHEAD,,,08:24,,CHIRP - identical to SC-02.,,CHIRP. The smoke detector above them. Same as it has been all week.,,2939
SH0241,SC-17,ACT FOUR,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:26:04:00,01:26:09:00,26:04,5,6,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,,,08:21,,"CHIRP from off-screen right, spatially placed in the living room. Half a beat late.",,"And then, from the living room: CHIRP. The same tone. The same length. A half-beat late.",PAYOFF P5. This is the moment the house stops being a house.,2940
SH0242,SC-17,ACT FOUR,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:26:09:00,01:26:18:00,26:09,9,10,MED,SLOW PUSH,50,M,LIVING,COLD_PANE,Y,,08:16,,,,Miles goes to the doorway and looks through into the dark living room. The pane is lying face-up on the coffee table. It is black. The countdown is not showing. It is doing nothing at all.,,2941
SH0243,SC-17,ACT FOUR,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:26:18:00,01:26:25:00,26:18,7,8,ECU-INSERT,STATIC,100,NONE,LIVING,COLD_PANE,Y,,08:07,M11,"CHIRP, sourced precisely at the coffee table. Then absolute silence.",,"CHIRP. It comes from the pane, while he is standing there looking at it, and there is nothing on it to make a sound.",,2942
SH0244,SC-18,ACT FOUR,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:26:25:00,01:26:33:00,26:25,8,9,MED-2S,STATIC,40,MB,LIVING,COLD_PANE,Y,,08:00,,,"LAUREN: It won't do anything for you. | MILES: What? | LAUREN: You put your whole hand on it and it kept talking. I walk past it, it wakes up.",Lauren comes in behind him.,,3043
